Organization Name,Organization Name URL,Industries,Headquarters Location,Description,Estimated Revenue Range,Founded Date,Founded Date Precision,Company Type,Full Description,Funding Status,Number of Funding Rounds,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Date,Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Number of Investors,Number of Lead Investors,Top 5 Investors,IPO Status,Stock Symbol,Stock Symbol URL,CB Rank (Organization),CB Rank (Company),CB Rank (School),Price,Price Currency,Price Currency (in USD),Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Industry Groups,Number of Employees
"Genians, Inc.",https://www.crunchbase.com/organization/genians-inc,"Cyber Security, Government, Information Technology, IT Management, Network Security, Security","Anyang, Kyonggi-do, South Korea",Genians reimagines NAC by Device Platform Intelligence to ensure the highest levels of security and IT operational efficiency.,Less than $1M,2005.1.7,day,For Profit,"Genians provides the industry_ leading Network Access Control solution, which helps maintain full visibility and control of all your network assets and ensures them to be the highest level of security and compliance. Genians secures millions of various endpoints in organizations of all sizes and industries, including global Fortune 500 companies, the government, the military, energy, finance, healthcare, education, and more.",IPO,,,,,,,,,,,,,Public,263860,https://www.crunchbase.com/ipo/genians-inc-ipo--e6404498,"147,961","139,691",,,,,,,,,,,"Government and Military, Information Technology, Privacy and Security",101-250
Thinkware,https://www.crunchbase.com/organization/thinkware,"Automotive, Consumer Electronics, Information Technology, Location Based Services","Seongnam, Kyonggi-do, South Korea","At Thinkware, we answer challenges and deliver with innovation.",$1M to $10M,1997.1.1,year,For Profit,"At Thinkware, they answer challenges and deliver with innovation. As a leading provider of location-based services and Innovative Smart Car IT since 1997, Thinkware has gained a strong foothold in Korea to be the preferred choice of local consumers. Developing automotive devices such as car navigation and dashboard cameras for drivers, Thinkware continues to grow and advance in their smart platform services. With their trademark technology, Thinkware has also gained significant recognition in the robust education market with their Android education tablets. Today, they move beyond providing their expertise in Korea to be a global IT total service and solution provider, bringing their know-how to over 800 cities worldwide such as London, New York, Toronto, Sydney and Singapore. Putting their customers first, Thinkware is committed to improving lives everywhere by bringing to you comfort and convenience through Life Innovation.",,,,,,,,,,,,,,Private,,,"147,993","139,719",,,,,,,,,,,"Consumer Electronics, Data and Analytics, Hardware, Information Technology, Internet Services, Navigation and Mapping, Transportation",11-50
Sunnyloft,https://www.crunchbase.com/organization/sunnyloft,"Dating, SNS, Social Media","Seoul, Seoul-t'ukpyolsi, South Korea",Sunnyloft is a Korean provider of web and mobile social network services and products.,$1M to $10M,2011.4.1,day,For Profit,"Sunnyloft (_搿__) is a Korea-based provider of web and mobile social network services and products. These include DatePresso, an online social dating service. Sunnyloft was founded in 2011 in Seoul, Korea.",Seed,1,300000,USD,300000,2011.6.17,Seed,300000,USD,300000,1,,Softbank Ventures Asia,Private,,,"148,401","140,090",,,,,300000,USD,300000,300000,USD,300000,"Community and Lifestyle, Internet Services, Media and Entertainment, Software",11-50
TagHive,https://www.crunchbase.com/organization/taghive,"EdTech, Toys","Seongnam, Kyonggi-do, South Korea","Samsung backed EdTech startup building AI powered Quiz Platform to review, assess and engage students in school and at home.",Less than $1M,2017.4.25,day,For Profit,"Recently spun out of C-Lab, Samsung Electronics internal incubator, TagHive has developed TagPlus, a solution that adds a social dimension to solo play for kids. Their tags can be a part of any toy, delivering a more interactive play experience. Kids can also interact via their child-safe TagPlus social media platform. For toy makers the solution enables the collection of real time play data to assist marketing and product development and for parents the tags promise to extend the lifespan of children_ toys. With the mission to _oost everyday experiences with smart tag solutions Tag-Hive are also developing other services, such as TagLeap, a solution for schools that aims to collect real time data from students such as attendance and in-class feedback to improve class and student management and personalise education. Services are delivered via a smart tag (hardware) + mobile application + analytics.",,,,,,,,,,,,,,Private,,,"148,606","140,283",,,,,,,,,,,"Consumer Goods, Education, Software",11-50
Korea Tech Incubator Program For Startup,https://www.crunchbase.com/organization/korea-tech-incubator-program-for-startup,"Association, Financial Services, FinTech","Seoul, Seoul-t'ukpyolsi, South Korea","R&D fund for Korean startups who secured at least $100,000 from designated startup VCs or Accelerators",,2014.1.2,day,,,,,,,,,,,,,,,,Private,,,"148,864","140,512",,,,,,,,,,,"Financial Services, Other",
POTATOSOFT,https://www.crunchbase.com/organization/potatosoft,"Social Media, Social Network","Seoul, Seoul-t'ukpyolsi, South Korea",POTATOSOFT is a Korean smartphone application developer that also operates as a social network service.,,2012.9.3,day,For Profit,"POTATOSOFT (_错___) is a Korean smartphone application developer that also operates as a social network service. POTATOSOFT also provides users with_a mobile payment service, location-based mobile marketing platform, MP3 player, file search application, and more.",,1,5000000,KRW,4504,2013.8.31,Undisclosed,5000000,KRW,4504,,,,Private,,,"149,215","140,835",,,,,5000000,KRW,4504,5000000,KRW,4504,"Internet Services, Media and Entertainment",1岿 10老
YOLO,https://www.crunchbase.com/organization/yolo-aaa3,Travel,"Mapo, Seoul-t'ukpyolsi, South Korea",YOLO is a platform service that connects the traveler who wants to earn travel expenses and the buyer who wants to buy overseas products.,,2017.3.14,day,For Profit,,,,,,,,,,,,,,,Private,,,"149,331","140,942",,,,,,,,,,,Travel and Tourism,11-50
Foxtoon,https://www.crunchbase.com/organization/foxtoon,"Comics, Internet","Seongdong, Kyonggi-do, South Korea",Foxtoon is an open platform that provides webtoons and web novels.,,2015.5.1,day,For Profit,,,,,,,,,,,,,,,Private,,,"149,377","140,985",,,,,,,,,,,"Consumer Goods, Internet Services",
Medytox,https://www.crunchbase.com/organization/medytox-investments,"Manufacturing, Medical","Yeoksamdong, Seoul-t'ukpyolsi, South Korea","Medytox is a medical aesthetic company that offers product botulinum, toxin product, hyaluronic acid filler medical device.",,2000.5.2,day,For Profit,"Medytox Investments is a medical aesthetic company that offers product botulinum, toxin product, hyaluronic acid filler medical device. It also offers services such as public information, financial information, stock price information.",IPO,,,,,,,,,,,,,Public,86900,https://www.crunchbase.com/ipo/medytox-investments-ipo--3ff4a480,"149,492","141,085",,,,,,,,,,,"Health Care, Manufacturing",11-50
Genesis,https://www.crunchbase.com/organization/genesis-6,"Automotive, Manufacturing","Seoul, Seoul-t'ukpyolsi, South Korea",Genesis is the luxury vehicle division of the South Korean automobile manufacturer Hyundai Motor Group.,,2007.1.1,year,For Profit,,,,,,,,,,,,,,,Private,,,"150,716","142,203",,,,,,,,,,,"Manufacturing, Transportation",
NHN Entertainment Corp,https://www.crunchbase.com/organization/nhn-entertainment-corp,Software,"Seongnam, Kyonggi-do, South Korea",NHN Entertainment Corp is a company that develops mobile games and apps.,,2013.1.1,year,For Profit,NHN Entertainment Corp. develops online and mobile games in South Korea. It provides its online games through hangame.com; and mobile and PC games through toast.com.,IPO,,,,,,,,,,,,,Public,181710,https://www.crunchbase.com/ipo/nhn-entertainment-corp-ipo--b9cf2e50,"150,980","142,447",,,,,,,,,,,Software,501-1000
InfoBank,https://www.crunchbase.com/organization/infobank,"Messaging, Mobile, Mobile Payments","Gyeongju, Kyongsang-bukto, South Korea",InfoBank Corporation develops and provides the mobile message services and other mobile services.,,1995.6.1,day,For Profit,"InfoBank develops and provides mobile messaging solutions and other related services. The company offers business messaging services such as SMS, LMS, and multimedia message services; interactive media services; smart car solutions; and integrated online and offline payment services. InfoBank was founded in 1995 and is based in Gyeongju, South Korea.",IPO,,,,,,,,,,,,,Public,39290,https://www.crunchbase.com/ipo/infobank-ipo--b7269d46,"151,081","142,534",,,,,,,,,,,"Financial Services, Information Technology, Internet Services, Messaging and Telecommunications, Mobile, Payments, Software",251-500
Cyworld,https://www.crunchbase.com/organization/cyworld,"Food Processing, Information Technology, Media and Entertainment","Seoul, Seoul-t'ukpyolsi, South Korea","Cyworld is a virtual community that features content on food, entertainment, technology, and more.",,1999.7.1,day,For Profit,"Cyworld is a virtual community that features content on food, entertainment, technology, and more.",M&A,,,,,,,,,,,,,Private,,,"151,218","142,661",,,,,,,,,,,"Food and Beverage, Information Technology, Media and Entertainment",11-50
PlusTV,https://www.crunchbase.com/organization/plustv,"Information Services, Information Technology","Mapo, Seoul-t'ukpyolsi, South Korea",PlusTV helps to manage signage display anywhere with PC or mobile.,,2016.10.8,day,For Profit,,Early Stage Venture,1,166975,USD,166975,2019.9.4,Series A,166975,USD,166975,1,,Primer Sazze Partners,Private,,,"151,268","142,708",,,,,166975,USD,166975,166975,USD,166975,Information Technology,11-50
Ghost Kitchen,https://www.crunchbase.com/organization/ghost-kitchen,"Delivery Service, Food Delivery","Sochodong, Seoul-t'ukpyolsi, South Korea",Ghost Kitchen is a shared kitchen company that provides spaces dedicated to delivering food preparation.,,2017.5.4,day,For Profit,,,,,,,,,,,,,,,Private,,,"151,378","142,810",,,,,,,,,,,"Food and Beverage, Transportation",
Yonhap News Agency,https://www.crunchbase.com/organization/yonhap-news-agency,"News, Publishing","Seoul, Seoul-t'ukpyolsi, South Korea","Yonhap News Agency provides news articles on politics, economy, society, culture, entertainment, sports, science, and other topics.",$100M to $500M,1980.1.1,year,For Profit,"Yonhap News Agency provides news articles on politics, economy, society, culture, entertainment, sports, science, and other topics. It is the largest news agency in South Korea. The company offers news and information on Korean and international affairs to global media organizations in foreign languages, including English, Chinese, Japanese, Arabic, Spanish, and French. It also provides internet news broadcasting, electronic news, mobile website, news through radio stations, photo news, audio news in foreign languages, financial news, news on overseas Korean diplomatic missions, and news to Korean ships at sea services. Yonhap News Agency serves newspapers, broadcasting firms, government agencies, business organizations, internet portals, and readers in various parts of the world. Yonhap News Agency was founded in 1980 and is based in Seoul, South Korea.",,,,,,,,,,,,,,Private,,,"151,490","142,916",,,,,,,,,,,"Content and Publishing, Media and Entertainment",101-250
EARTHTORY,https://www.crunchbase.com/organization/earthtory,"Apps, Travel","Seoul, Seoul-t'ukpyolsi, South Korea",EARTHTORY is a Korean company offering location-based applications for travelers.,,2012.9.1,day,For Profit,"EARTHTORY (挫__Μ) is a Korean company that offers location-based applications for travelers. EARTHTORY applications provide many features such as map directions, shopping malls, restaurants, lodgings, and guide books. These applications enable users to share their knowledge with other users. EARTHTORY was established in September 2012 in Seoul, Korea. It has recently expanded its operations internationally by setting up a branch office in Tokyo, Japan.",Seed,1,150000,USD,150000,2014.3.1,Seed,150000,USD,150000,,,,Private,,,"151,654","143,060",,,,,150000,USD,150000,150000,USD,150000,"Apps, Software, Travel and Tourism",1岿 10老
